id,mention,cui,start_index,end_index,sentence
4612,epilepsie,C0014544,130,139,"In de 19e eeuw werden extracten van de wolfskers gebruikt voor de behandeling van geelzucht, roodvonk, kinkhoest, zenuwziektes en epilepsie."
4613,racisme,C0205905,27,34,Hij richtte zich tegen het racisme en schreef daarover een boekje.
4614,Anorexia nervosa,C0003125,96,112,Daarbij hebben personen met deze persoonlijkheidsstoornis gemiddeld vaker een eetstoornis zoals Anorexia nervosa.
4615,obsessieve-compulsieve stoornis,C0028768,67,98,Een dwangmatige persoonlijkheidsstoornis wordt vaak verward met de obsessieve-compulsieve stoornis (OCS).
4616,genetische,C0017398,73,83,Inmiddels gaat men er in zijn algemeenheid van uit dat de interactie van genetische en omgevingsfactoren de vatbaarheid voor het ontwikkelen van OCS veroorzaakt.
4617,basale ganglia,C0004781,60,74,Het laatste is een belangrijk motorisch schakelgebied in de basale ganglia dat veel verbindingen heeft met de voorste gebieden in de hersenen.
4618,amygdala,C0002708,80,88,Inmiddels wordt er onderzoek gedaan naar de mogelijkheden die stimulatie van de amygdala biedt.
4619,afweermechanisme,C0011142,59,75,"Gewoonlijk is het een mechanisme om tot rust te komen, een afweermechanisme."
4620,posttraumatische stressstoornis,C0038436,50,81,Dissociatie komt onder meer voor als symptoom van posttraumatische stressstoornis (PTSS).
4621,incest,C0021148,27,33,Janet nam de verhalen over incest die zijn patiëntes hem vertelden serieus.
4622,neuropsychologie,C0027903,80,96,Een andere betekenis van het begrip dissociatie komt men ten slotte tegen in de neuropsychologie.
4623,PTSS,C0038436,84,88,Dissociatie kan ook deel uitmaken van andere psychische ziektebeelden (bijvoorbeeld PTSS of borderline).
4624,borderline,C0006012,92,102,Dissociatie kan ook deel uitmaken van andere psychische ziektebeelden (bijvoorbeeld PTSS of borderline).
4625,verdedigingsmechanisme,C0011142,64,86,Hij beschreef dissociatie als een in eerste instantie effectief verdedigingsmechanisme tegen een psychisch trauma.
4626,trauma,C3203533,107,113,Hij beschreef dissociatie als een in eerste instantie effectief verdedigingsmechanisme tegen een psychisch trauma.
4627,hersenen,C0006104,90,98,"In ongunstige omstandigheden kan de etter langs hier zijn weg zoeken naar vitale organen (hersenen, carotis), wat tot dodelijk verloop kan leiden."
4628,carotis,C0162859,100,107,"In ongunstige omstandigheden kan de etter langs hier zijn weg zoeken naar vitale organen (hersenen, carotis), wat tot dodelijk verloop kan leiden."
4629,calciumhydroxide,C0006701,32,48,De kanalen worden tijdelijk met calciumhydroxide gevuld en de tand wordt voorlopig gevuld.
4630,antibiotica,C0003232,23,34,"Dikwijls worden er ook antibiotica voorgeschreven, maar er zijn tandartsen die menen dat dit niet nodig is als de kanalen goed gedesinfecteerd zijn."
4631,trekken,C0040440,20,27,Men kan de tand ook trekken.
4632,wortelkanaalbehandeling,C0035849,31,54,"Men moet achteraf toch nog een wortelkanaalbehandeling laten uitvoeren of de tand laten trekken omdat de primaire oorzaak, de bacteriën in de wortelkanalen, hierdoor niet verholpen wordt."
4633,apexresectie,C0003571,58,70,"De behandeling is trekken, een wortelkanaalvulling of een apexresectie."
4634,verdedigingsmechanisme,C0011142,16,38,Dit gebeurt als verdedigingsmechanisme tegen gebeurtenissen die de psyche ernstig in verwarring brengen of schaden.
4635,Trichinella spiralis,C0040892,40,60,"Ook kunnen parsitaire rondwormen, zoals Trichinella spiralis, cysten vormen met daarin de larven van de rondworm."
4636,hartritmestoornis,C0340464,64,81,"Ook in de moderne geneeskunde wordt het toegepast, met name bij hartritmestoornissen waarbij het hart te langzaam klopt en in noodsituaties zoals bij reanimaties."
4637,intraveneus,C0021494,36,47,"In deze gevallen kan atropine zowel intraveneus als intramusculair toegediend worden, waarbij de intraveneuze toedieningsvorm binnen enkele seconden tot minuten zijn maximale effect al bereikt, in tegenstelling tot intramusculaire toediening."
4638,intramusculair,C0021492,52,66,"In deze gevallen kan atropine zowel intraveneus als intramusculair toegediend worden, waarbij de intraveneuze toedieningsvorm binnen enkele seconden tot minuten zijn maximale effect al bereikt, in tegenstelling tot intramusculaire toediening."
4639,wolfskers,C0004953,37,46,"Een van deze planten is de dodelijke wolfskers, ook wel belladonna genoemd."
4640,acetylcholine,C0001041,43,56,Deze spier wordt normaal gestimuleerd door acetylcholine (Figuur 1).
4641,intramusculair,C0021492,7,21,"), bij intramusculaire toediening wordt de maximale concentratie later pas bereikt (na 15-50 min.)."
4642,pilocarpine,C0031923,73,84,De effecten van atropine kunnen worden tegengegaan door physostigmine of pilocarpine.
4643,psychisch trauma,C3203533,49,65,De oorzaak van depersonalisatie ligt vaak in een psychisch trauma.
4644,wanen,C0011253,25,30,"Als er ook sprake is van wanen, kan depersonalisatie een teken zijn van schizofrenie."
4645,schizofrenie,C0036341,72,84,"Als er ook sprake is van wanen, kan depersonalisatie een teken zijn van schizofrenie."
4646,stimuli,C0031817,48,55,Het lichaam wil zich afsluiten van de negatieve stimuli van buiten af met het gevolg dat de persoon in een onrealistische toestand terechtkomt.
4647,Depersonalisatie,C0011551,0,16,"Depersonalisatie kan een symptoom van andere aandoeningen zijn, maar in het geval van de depersonalisatiestoornis is het een specifiek ziektebeeld."
4648,angststoornis,C0376280,113,126,Wel zijn er veelbelovende resultaten geboekt met de behandeling van de depersonalisatiestoornis als ware het een angststoornis.
4649,ecstasy,C0115471,130,137,"Het plotseling stoppen, door b.v. opsluiting in een politiecel, met het gebruik van bepaalde soorten drugs, medicijnen (benzo's), ecstasy en (langdurig) gebruik van veel alcoholische drank kan in ernstige gevallen leiden tot een (korte) depersonalisatiestoornis."
4650,blauwalgen,C1047211,59,69,De plastiden hebben een monofyletische oorsprong binnen de blauwalgen.
4651,uitdrogingsverschijnselen,C1136135,118,143,"Wel is toedienen van extra vocht in een speciale samenstelling noodzakelijk, omdat de patiënt door de heftige diarree uitdrogingsverschijnselen kan krijgen."
4652,fobie,C0349231,37,42,Sommige van deze aandoeningen worden fobie genoemd.
4653,zweten,C0038984,71,77,"De temperatuur is hoog, 80-120&nbsp;°C, zodat de saunaganger snel gaat zweten."
4654,convectie,C0242689,8,17,Door de convectie van de warme stenen walmde de rook van het houtvuur door de ruimte en deze werd via een opening of de openstaande deur afgevoerd.
4655,luchtvochtigheid,C0020167,22,38,Met de temperatuur en luchtvochtigheid kan gespeeld worden.
4656,berk,C0330312,82,86,"Een geheel andere benadering, maar met een soortgelijk effect, is het gebruik van berkentakjes."
4657,bloedvat,C0005847,3,11,"De bloedvaten verwijden zich, de huidporiën gaan open en de zweetklieren worden in werking gesteld."
4658,bloeddruk,C0005823,85,94,"Omdat het vocht uit het bloed wordt gehaald, zal dit in volume afnemen en daarmee de bloeddruk doen dalen."
4659,lesbische vrouwen,C0242659,39,56,Ook zijn er gay-sauna's met dagen voor lesbische vrouwen.
4660,traumatische ervaring,C3203533,78,99,De stoornis kan optreden direct nadat iemand is blootgesteld aan een ernstige traumatische ervaring (in de volksmond ook wel aangeduid als shock).
4661,shock,C0036974,139,144,De stoornis kan optreden direct nadat iemand is blootgesteld aan een ernstige traumatische ervaring (in de volksmond ook wel aangeduid als shock).
4662,post-traumatische stress-stoornis,C0038436,50,83,Behandeling ervan is gericht op het voorkomen van post-traumatische stress-stoornis (PTSS).
4663,complexe posttraumatische stressstoornis,C2733207,83,123,"Als er sprake was of is van aanhoudende of langdurige traumatische ervaringen, kan complexe posttraumatische stressstoornis (CPTSS) ontstaan, bijvoorbeeld in het volwassen leven na kindermishandeling in de jeugd."
4664,hersenfunctie,C0006104,119,132,"Dit hersendoodprotocol omvat een veelheid aan diagnostische maatregelen, die moeten leiden tot het vaststellen of elke hersenfunctie ontbreekt bij de donor, en deze dus hersendood is."
4665,sociaal isolement,C0037421,51,68,Dit kan soms jaren duren en leiden tot een ernstig sociaal isolement.
4666,claustrofobie,C0008909,52,65,"Agorafobie wordt vaak gezien als de tegenhanger van claustrofobie (angst voor afgesloten ruimten), maar dit is misschien wat te eenvoudig voorgesteld."
4667,angststoornis,C0376280,37,50,In de DSM-5 is deze ingedeeld bij de angststoornissen.
4668,depressies,C0154409,81,91,"Het sociale isolement en de eenzaamheid geven een verhoogde kans op eenzaamheid, depressies en in ernstige gevallen zelfmoordgedachten."
4669,ciliën,C0016192,61,67,Ciliaten hebben over de oppervlakte van de gehele cel kleine ciliën.
4670,fagocytose,C0031308,71,81,Met deze pseudopodia kunnen amoebozoa zich voortbewegen en voeden door fagocytose.
4671,traumatisch,C3203533,36,47,Deze situaties zijn voor de persoon traumatisch.
4672,klinische depressie,C0154409,99,118,Het is ook mogelijk dat de persoon symptomen van andere psychische aandoeningen vertoont zoals een klinische depressie.
4673,fobie,C0349231,9,14,Bij veel fobieën en angststoornissen ontstaan bij een persoon overdreven of onredelijke angsten en spanningen die een groot deel van het leven beheersen.
4674,gedragstherapie,C0004933,3,18,De gedragstherapie daarentegen beschrijft het ontstaan van fobieën als klassieke conditionering.
4675,klassieke conditionering,C0034936,71,95,De gedragstherapie daarentegen beschrijft het ontstaan van fobieën als klassieke conditionering.
4676,Benzodiazepinen,C0005064,0,15,Benzodiazepinen zijn minder geschikt doordat ze vrij lang geslikt moeten worden.
4677,hyperventilatie,C0020578,41,56,Vroeger werd deze aandoening verward met hyperventilatie.
4678,agorafobie,C0001818,10,20,Dit wordt agorafobie of pleinvrees genoemd.
4679,eenzaamheid,C0019871,4,15,Ook eenzaamheid op zowel sociaal (te weinig/geen sociale contacten zoals vrienden en collega's) als emotioneel (gemis van levenspartner/vrienden) vlak verhogen de kans op het krijgen van een paniekstoornis.
4680,filtratie,C0016107,38,47,De eventuele rest werd dan tijdens de filtratie afgevangen.
4681,poeder,C0032861,26,32,"Magnesiumoxide is een wit poeder, dat onoplosbaar is in water."
4682,amygdala,C0002708,78,86,Een gegeneraliseerde angststoornis wordt gelinkt aan bepaalde processen in de amygdala die ontregeld zijn.
4683,dunne darm,C0021852,41,51,Een stoma kan ook aangelegd worden op de dunne darm.
4684,levertransplantatie,C0023911,49,68,Bij ernstige cirrose is de enige behandeling een levertransplantatie.
4685,alcoholmisbruik,C0085762,54,69,Cirrose hoeft niet altijd toegeschreven te worden aan alcoholmisbruik.
4686,milt,C0037993,75,79,Door de toename van de bloeddruk in de buikvaten kan ook de grootte van de milt toenemen.
4687,ascites,C0003962,56,63,"Ook kan door de portale hypertensie buikvocht ontstaan (ascites), waardoor de buik opzwelt."
4688,laxeermiddelen,C0282090,77,91,De behandeling is het verwijderen van eiwitten uit de darmen door middel van laxeermiddelen en soms speciale antibiotica.
4689,antibiotica,C0003232,109,120,De behandeling is het verwijderen van eiwitten uit de darmen door middel van laxeermiddelen en soms speciale antibiotica.
4690,levertransplantatie,C0023911,79,98,De enige curatieve optie bij een dergelijk levercoma is het verrichten van een levertransplantatie.
4691,geelzucht,C0242183,90,99,Door de verminderde functie van de lever kan er ook ernstige jeuk optreden als gevolg van geelzucht.
4692,oesofagusvarices,C0155791,56,72,"Een andere, potentieel levensbedreigende complicatie is oesofagusvarices (slokdarmspataderen), een aandoening met als bekende oorzaak Cirrose, met als onderliggende oorzaak de eerdergenoemde portale hypertensie."
4693,portale hypertensie,C0020541,191,210,"Een andere, potentieel levensbedreigende complicatie is oesofagusvarices (slokdarmspataderen), een aandoening met als bekende oorzaak Cirrose, met als onderliggende oorzaak de eerdergenoemde portale hypertensie."
4694,inwendig bloedverlies,C1390214,229,250,"Voor alcoholisten is een dergelijke bloeding des te meer levensbedreigend en een voorname uiteindelijke doodsoorzaak door onderliggende cirrose, omdat alcoholmisbruik vaak samenhangt met bloedstollingsproblemen en er dus massaal inwendig bloedverlies kan voorkomen."
4695,immuundeficiëntie,C0003257,27,44,"Cirrose kan ook leiden tot immuundeficiëntie met als gevolg (hardnekkige) infecties, dit heet cirrhosis-associated immune dysfunction syndrome (CAIDS)."
4696,leverkanker,C0854795,88,99,Een bijkomende complicatie kan zijn dat zich op basis van een cirrose na jaren primaire leverkanker ontwikkelt (hepatocellulair carcinoom).
4697,hepatocellulair carcinoom,C2239176,112,137,Een bijkomende complicatie kan zijn dat zich op basis van een cirrose na jaren primaire leverkanker ontwikkelt (hepatocellulair carcinoom).
4698,nagebootste stoornis,C0233752,73,93,"De klachten zijn ook niet bewust of doelbewust nagebootst, zoals bij een nagebootste stoornis of simulatie."
4699,simulatie,C1313936,97,106,"De klachten zijn ook niet bewust of doelbewust nagebootst, zoals bij een nagebootste stoornis of simulatie."
4700,conversiestoornis,C0017650,3,20,"De conversiestoornis is gehandhaafd in DSM-5 maar de criteria zijn wel gewijzigd, waarbij een verondersteld verband met psychische factoren niet meer noodzakelijk is."
4701,Hypochondrie,C0020604,0,12,Hypochondrie is in DSM-5 vervangen door de ziekteangststoornis.
4702,ziekteangststoornis,C0020604,43,62,Hypochondrie is in DSM-5 vervangen door de ziekteangststoornis.
4703,malaria,C0024530,12,19,Hij liep er malaria op.
4704,beriberi,C0005122,58,66,"Daarna vertrok hij in een missie, die was samengesteld om beriberi te onderzoeken, weer naar Indië."
4705,bloedarmoede,C0162119,28,40,"Ook deed hij onderzoek naar bloedarmoede in de tropen, hondsdolheid, bacteriologische analyse van drinkwater en seizoensinvloed op de stofwisseling."
4706,hondsdolheid,C0034494,55,67,"Ook deed hij onderzoek naar bloedarmoede in de tropen, hondsdolheid, bacteriologische analyse van drinkwater en seizoensinvloed op de stofwisseling."
4707,kwikvergiftiging,C0025427,221,237,Zware metalen hebben net als sommige medicijnen en genotmiddelen geen hoge acute neurotoxiciteit maar het worden langzame slopers van het zenuwstelsel als men er dagelijks te veel van binnen krijgt zoals in het geval van kwikvergiftiging of loodvergiftiging.
4708,loodvergiftiging,C0023176,241,257,Zware metalen hebben net als sommige medicijnen en genotmiddelen geen hoge acute neurotoxiciteit maar het worden langzame slopers van het zenuwstelsel als men er dagelijks te veel van binnen krijgt zoals in het geval van kwikvergiftiging of loodvergiftiging.
4709,karakter,C0007952,71,79,Van angorakonijnen wordt gezegd dat ze in het algemeen een vriendelijk karakter hebben.
4710,enzym,C0014442,31,36,Monoamino-oxidase is een groep enzymen die verantwoordelijk is voor de afbraak van monoaminen in het lichaam.
4711,amine,C0002508,87,92,Monoamino-oxidase is een groep enzymen die verantwoordelijk is voor de afbraak van monoaminen in het lichaam.
4712,anti-depressieve,C0154409,58,74,"Dat bleek het geval, maar daarnaast bleek iproniazide een anti-depressieve werking te hebben."
4713,Parkinson,C0030567,39,48,MAO-B remmers worden bij de ziekte van Parkinson gebruikt.
4714,ether (di-ethylether),C0014994,33,54,De etherische oliën zijn net als ether (di-ethylether) vluchtig en sterk geurend.
4715,simulatie,C1313936,21,30,In tegenstelling tot simulatie is de motivatie van (onbewuste) psychologische aard en niet uitsluitend materieel (zoals financieel gewin of strafontwijking).
4716,somatisch-symptoomstoornis,C0391976,56,82,"Er moet echter duidelijk onderscheid gemaakt worden met somatisch-symptoomstoornis en conversiestoornis waar de klachten niet bewust of vrijwillig worden nagebootst, maar er sprake is van echte lichamelijke klachten."
4717,conversiestoornis,C0017650,86,103,"Er moet echter duidelijk onderscheid gemaakt worden met somatisch-symptoomstoornis en conversiestoornis waar de klachten niet bewust of vrijwillig worden nagebootst, maar er sprake is van echte lichamelijke klachten."
4718,nagebootste stoornis,C0233752,116,136,"Overigens valt het bewust imiteren van somatische of psychische aandoeningen onder een andere stoornis, namelijk de nagebootste stoornis."
4719,glutenintolerantie,C0007570,48,66,"Hierdoor is spelt niet geschikt voor mensen met glutenintolerantie, een afwijking die bij 0,5% van de blanke Europeanen voorkomt."
4720,overgevoeligheid,C0016470,46,62,Mensen die last hebben van (niet-allergische) overgevoeligheid voor gluten (naar schatting 5 tot 6% van de Westerse bevolking) en ook anderen zeggen vaak baat te hebben bij het eten van speltproducten.
4721,verdedigingsmechanisme,C0011142,35,57,In dit geval is de megalomanie een verdedigingsmechanisme van de psyche.
4722,psychische aandoening,C0004936,173,194,"Als iemand die megalomaan is ernstige problemen ondervindt in het sociale verkeer (op het werk et cetera) en niet meer goed kan functioneren, dan kan er sprake zijn van een psychische aandoening: bijvoorbeeld een waanstoornis of schizofrenie."
4723,waanstoornis,C0011251,213,225,"Als iemand die megalomaan is ernstige problemen ondervindt in het sociale verkeer (op het werk et cetera) en niet meer goed kan functioneren, dan kan er sprake zijn van een psychische aandoening: bijvoorbeeld een waanstoornis of schizofrenie."
4724,schizofrenie,C0036341,229,241,"Als iemand die megalomaan is ernstige problemen ondervindt in het sociale verkeer (op het werk et cetera) en niet meer goed kan functioneren, dan kan er sprake zijn van een psychische aandoening: bijvoorbeeld een waanstoornis of schizofrenie."
4725,bacteriën,C0004611,51,60,De archaea werden traditioneel geclassificeerd als bacteriën en kregen daarbij de naam archaebacteriën.
4726,genexpressie,C0017262,125,137,"Het genetisch materiaal van archaea komt op een aantal punten sterk overeen met dat van eukaryoten, evenals de manier waarop genexpressie plaatsvindt."
4727,plankton,C0032071,22,30,De archaea die tot de plankton behoren zijn misschien wel een van de meest voorkomende groepen organismen op de planeet.
4728,metabolisme,C0025519,57,68,Archaea lijken op andere prokaryoten qua celstructuur en metabolisme.
4729,ribosomen,C0035553,51,60,Archaea hebben tevens een andere structuur van hun ribosomen.
4730,spore,C0038027,65,70,In tegenstelling tot bacteriën en eukaryoten vormen archaea geen sporen.
4731,methaan,C0025617,26,33,"Andere archaea produceren methaan en worden aangetroffen in de darmstelsels van herkauwers, knaagdieren, termieten en ook van mensen."
4732,bètacaroteen,C0053396,33,45,De zwarte kleur is afkomstig van bètacaroteen.
4733,gluten,C2827346,32,38,De bloem bestaat uit zetmeel en gluten.
4734,tarwekiemolie,C0244994,39,52,"Het kiempje bevat olie, dat uitgeperst tarwekiemolie oplevert."
4735,mens,C0086418,7,11,"Bij de mens bevindt de milt zich in de linker bovenhelft van de buik, onder het middenrif en achter de maag."
4736,buik,C0000726,64,68,"Bij de mens bevindt de milt zich in de linker bovenhelft van de buik, onder het middenrif en achter de maag."
4737,middenrif,C0011980,80,89,"Bij de mens bevindt de milt zich in de linker bovenhelft van de buik, onder het middenrif en achter de maag."
4738,maag,C0038351,103,107,"Bij de mens bevindt de milt zich in de linker bovenhelft van de buik, onder het middenrif en achter de maag."
4739,splenectomie,C0037995,82,94,De milt is niet per se onmisbaar en kan dus zo nodig operatief verwijderd worden (splenectomie).
4740,pneumokok,C0038410,65,74,"Wel is zonder milt de afweer tegen gekapselde bacteriën zoals de pneumokok, meningokok en de Hib (Haemophilus influenzae) minder goed."
4741,meningokok,C0027575,76,86,"Wel is zonder milt de afweer tegen gekapselde bacteriën zoals de pneumokok, meningokok en de Hib (Haemophilus influenzae) minder goed."
4742,Haemophilus influenzae,C0018483,98,120,"Wel is zonder milt de afweer tegen gekapselde bacteriën zoals de pneumokok, meningokok en de Hib (Haemophilus influenzae) minder goed."
4743,monocyt,C0026473,154,161,Er is onderzoek dat aantoont dat de milt een belangrijke rol speelt bij herstel na bijvoorbeeld een hartaanval en dat de milt een belangrijke bron is van monocyten.
4744,dendritische cel,C0011306,12,28,Wanneer een dendritische cel zich presenteert met een antigeen worden deze T-cellen geactiveerd.
4745,antigeen,C0003320,54,62,Wanneer een dendritische cel zich presenteert met een antigeen worden deze T-cellen geactiveerd.
4746,fagocytose,C0031308,88,98,Wanneer een rode bloedcel ongeveer 120 dagen oud is wordt ze vernietigd door middel van fagocytose.
4747,malaria,C0024530,90,97,De milt-index is een maat voor de omvang van de vergrote milt bij kinderen die lijden aan malaria.
4748,gal,C0016976,141,144,"In het Engels gaat men nog verder en betekent spleen ook woede: a fit of spleen = een woedeaanval, vent one's spleen , te vertalen met ""zijn gal spuwen"", maar gal is dan weer een product van een ander orgaan."
4749,Eerste Wereldoorlog,C1449759,46,65,Dit was de voornaamste bron van fenol voor de Eerste Wereldoorlog.
4750,haarnestcyste,C0031925,66,79,Fenol wordt in het ziekenhuis ingezet voor de behandeling van een haarnestcyste (sinus pilonidalus).
4751,spasme,C0277820,72,78,Er is echter ook een nuttige toepassing van fenol: men kan een storende spasme behandelen door een veel lagere dosis in water opgelost rond een zenuw te injecteren.
4752,obsessieve-compulsieve stoornis,C0028768,177,208,"F. De ziekte gerelateerde preoccupatie kan niet beter worden verklaard door een andere psychische stoornis, zoals een somatisch-symptoomstoornis, een morfodysfore stoornis, een obsessieve-compulsieve stoornis of een waanstoornis, somatische type."
4753,waanstoornis,C0011251,216,228,"F. De ziekte gerelateerde preoccupatie kan niet beter worden verklaard door een andere psychische stoornis, zoals een somatisch-symptoomstoornis, een morfodysfore stoornis, een obsessieve-compulsieve stoornis of een waanstoornis, somatische type."
4754,lederhuid,C0011646,29,38,"Het haarzakje, gelegen in de lederhuid, is verantwoordelijk voor de productie van haar."
4755,genetica,C0017398,36,44,"Haarkleur kan worden beïnvloed door genetica, leeftijd en blootstelling aan de zon, evenals door de toepassing van haarkleuringsproducten."
4756,traumatologen,C0040801,23,36,Deze beelden kunnen de traumatologen helpen bij het stellen van diagnose.
4757,fobie,C0236801,111,116,"Er kan zich een obsessieve angst voor afwijkingen van het lichaam ontwikkelen, waardoor de aandoening soms als fobie of een vorm van OCS wordt gezien."
4758,OCS,C0028768,133,136,"Er kan zich een obsessieve angst voor afwijkingen van het lichaam ontwikkelen, waardoor de aandoening soms als fobie of een vorm van OCS wordt gezien."
4759,obsessieve-compulsieve stoornis,C0028768,117,148,"Gezien de overeenkomst van obsessieve gedachten, zien sommige medici een verstoorde lichaamsbeleving als vorm van de obsessieve-compulsieve stoornis."
4760,navelstreng,C0041633,65,76,"Daarnaast kan MAS ook ontstaan doordat de baby te klein is, door navelstrengcomplicaties en chronische aandoeningen."
4761,antibiotica,C0003232,81,92,"Behandelingsmethoden voor MAS zijn onder andere het uitzuigen van de luchtwegen, antibiotica, gebruik van een beademingstoestel en fysiotherapie voor de borst."
4762,koolhydraten,C0007004,27,39,Melkzuur wordt niet tot de koolhydraten gerekend.
4763,celademhaling,C0282636,119,132,"Dit onvolledige afbraakproces staat tegenover de, normale, zuurstofrijke volledige afbraak van een glucosemolecuul: de celademhaling."
4764,contractie,C0026820,62,72,"De chemische energie komt nauwelijks via ATP beschikbaar voor contractie door de spiercellen, maar blijft voor het grootste deel in het gevormde melkzuur zitten; de spieren kunnen daardoor de gevraagde krachtsinspanning niet voldoende leveren (de spieren zijn ""verzuurd"")."
4765,spiercel,C0596981,81,89,"De chemische energie komt nauwelijks via ATP beschikbaar voor contractie door de spiercellen, maar blijft voor het grootste deel in het gevormde melkzuur zitten; de spieren kunnen daardoor de gevraagde krachtsinspanning niet voldoende leveren (de spieren zijn ""verzuurd"")."
4766,gemetaboliseerd,C0025519,59,74,"Rechtsdraaiend melkzuur wordt gemakkelijk door het lichaam gemetaboliseerd, omdat het structureel identiek is aan het melkzuur dat (onder andere) in spierweefsel wordt geproduceerd."
4767,kristalsuiker,C0242209,16,29,"Doorgaans wordt kristalsuiker als grondstof gebruikt, dat met behulp van bacteriën wordt omgezet in melkzuur."
4768,tandbederf,C0011334,63,73,Door melkzuurbacteriën in de mond gevormd melkzuur veroorzaakt tandbederf.
4769,gedrag,C0004927,106,112,Iedereen heeft echter een ingebouwde 'rem' om te voorkomen dat er problemen ontstaan door al te impulsief gedrag.
4770,Obsessieve-compulsieve stoornis,C0028768,67,98,Veel personen met kleptomanie hebben ook een andere stoornis zoals Obsessieve-compulsieve stoornis.
4771,constipatie,C0009806,10,21,Dat heeft constipatie tot gevolg.
4772,defecatie,C0011135,24,33,"Deze spieren moeten bij defecatie worden ontspannen, maar bij iemand die zijn spieren onvoldoende kan ontspannen leidt dat tot hevig persen zonder dat de ontlasting daarbij vrijkomt."
4773,gedrag,C0004927,39,45,Deze stoffen hebben dus invloed op het gedrag of de beleving van de gebruiker.
4774,antihistaminica,C0019590,76,91,"Geneesmiddelen die niet primair tot de psychofarmaca gerekend worden, zoals antihistaminica, middelen tegen reisziekte en bètablokkers kunnen toch een psychotrope werking hebben."
4775,reisziekte,C0026603,108,118,"Geneesmiddelen die niet primair tot de psychofarmaca gerekend worden, zoals antihistaminica, middelen tegen reisziekte en bètablokkers kunnen toch een psychotrope werking hebben."
4776,bètablokkers,C0001645,122,134,"Geneesmiddelen die niet primair tot de psychofarmaca gerekend worden, zoals antihistaminica, middelen tegen reisziekte en bètablokkers kunnen toch een psychotrope werking hebben."
4777,impulsiviteit,C0021125,28,41,In een ander onderzoek naar impulsiviteit sloot Jennifer Laude (universiteit van Kentucky) menselijke factoren uit door gebruik te maken van duiven.
4778,wanen,C0011253,60,65,Weer anderen geloven dat confabulaties zijn gerelateerd aan wanen.
4779,blad,C0242724,63,67,Echte meeldauw vormt een schimmelpluis op de bovenkant van het blad en valse meeldauw op de onderkant van het blad.
4780,calcium,C0006675,121,128,"Bij herten worden deze ""botbrekers"" (de letterlijke vertaling van osteoclast) plotseling zeer actief in het oplossen van calcium, zodat het bot zacht wordt."
4781,balzak,C0036471,76,82,"Een verstoring van de hormoonhuishouding, bijvoorbeeld door een beschadigde balzak leidt tot afwijkende geweien."
4782,Castratie,C0007344,0,9,Castratie kort na het vegen leidt tot afworp van het gewei.
4783,hersenen,C0006104,23,31,De thalamus legt in de hersenen de verbindingen.
4784,zenuwcel,C0027882,59,67,De thalamus is opgebouwd uit veel verschillende kernen van zenuwcellen.
4785,hersenschors,C0598598,45,57,"Zij projecteren naar specifieke delen van de hersenschors, zowel primaire als associatiegebieden, en krijgen via recurrente (terugkerende) zenuwvezels ook weer informatie terug van de gebieden waarnaar zij projecteren."
4786,nucleus reticularis thalami,C1744590,51,78,Een belangrijke niet-specifieke thalamuskern is de nucleus reticularis thalami.
4787,hersenschors,C0598598,84,96,"Wat belangrijk is of waar de aandacht op is gericht, wordt uitgesorteerd en naar de hersenschors gestuurd, waar het in het geheugen wordt opgeslagen of doorgestuurd naar relevante gebieden (bijv de kleur van een bloem naar de visuele schors, of speldenprik naar de gevoelsschors)."
4788,hersenen,C0006104,204,212,"Dat zegt veel over het primair belang van geursignalen: eenmaal herkend (en geformatteerd) door de receptoren in de reukcellen, worden ze zonder omwegen naar de dichtstbijzijnde locatie gestuurd zodat de hersenen direct kunnen reageren in gevaarsituaties."
4789,progesteron,C0033308,39,50,Sommigen menen dat de wisseling in het progesterongehalte in de tweede week van de cyclus aan de basis ligt van PMS.
4790,prolactine,C0033371,43,53,"Andere theorieën zoeken het in het hormoon prolactine, dat onder andere zorgt voor het op gang komen en onderhouden van de melkproductie bij het zogen."
4791,magnesium,C0024467,90,99,Volgens de Italiaanse arts Fabio Facchinetti ligt de oplossing in het oraal toedienen van magnesium.
4792,calcium,C0006675,60,67,Ook wordt gesteld dat het drinken van een paar glazen melk (calcium) per dag de klachten vermindert.
4793,homeopathie,C0684199,25,36,Volgens voorstanders van homeopathie doet gebruik van deze middelen PMS-klachten verbeteren.
4794,conflict,C0009671,39,47,Hij ging er echter niet op in door een conflict over zijn loon.
4795,scheurbuik,C0036474,18,28,De Traktaten over scheurbuik en het Artsenijboek met een herdruk in 1599 vormden een uitzondering.
4796,placebo,C0032042,54,61,Een onderzoek heeft uitgewezen dat het effect van een placebo en fluoxetine hetzelfde is.
4797,aversietherapie,C0004415,23,38,Een andere techniek is aversietherapie wanneer iemand haren uittrekt.
4798,miltvuur,C0003175,49,57,Bacillus anthracis is de verwekker van de ziekte miltvuur (antrax).
4799,milt,C0037993,64,68,Een van de ziekteverschijnselen is een opgezwollen en ontstoken milt (vandaar de naam) die kan leiden tot de dood.
4800,penicilline,C0030842,17,28,"Het antibioticum penicilline, bijvoorbeeld, vernietigt bacteriën door een aanval te doen op hun peptidoglycaanlaag."
4801,peptidoglycaanlaag,C0200966,96,114,"Het antibioticum penicilline, bijvoorbeeld, vernietigt bacteriën door een aanval te doen op hun peptidoglycaanlaag."
